text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,
I think I got the flu .,FALSE,0,NA,3/4/19 3:30,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SAANM_F,0,FALSE,FALSE,NA,NA,,,
"@MandyBa48181836 You need to go to the doctor. So many people with this flu need antibiotics. 
I hope you feel bett… https://t.co/6wSd0AazkN",FALSE,3,MandyBa48181836,3/4/19 3:30,TRUE,1.10241E+18,1.10241E+18,9.71849E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",NO1GifQueen,0,FALSE,FALSE,NA,NA,,,
"Sorry for the radio silence everyone, I have the flu 😭 Daily programming will resume when I can breathe through two nostrils again",FALSE,2,NA,3/4/19 3:29,FALSE,NA,1.10241E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",kemonomika,0,FALSE,FALSE,NA,NA,,,
"@thomastrout21 @gidgetgyahooco1 @RedNationRising @AdamSchiff @RepAdamSchiff @DarlaShine @POTUS Well, every year the… https://t.co/sbY9Mw1SEh",FALSE,1,thomastrout21,3/4/19 3:26,TRUE,1.10241E+18,1.10241E+18,1.00117E+18,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AnnaEloyan1,0,FALSE,FALSE,NA,NA,,,
"And especially at ANE, there is a very nasty flu going around that has affected several dealers.  Think about the l… https://t.co/maSjIRUPXb",FALSE,0,KimbaSnowpaw,3/4/19 3:26,TRUE,1.10241E+18,1.10241E+18,28418376,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",KimbaSnowpaw,0,FALSE,FALSE,NA,NA,,,
Remember rest and liquids with Advil will help pass the flu along and eat and apple daily you'll be ok https://t.co/HBCBlNkQo6,FALSE,1,NA,3/4/19 3:24,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TomAnswers10,0,FALSE,FALSE,NA,NA,,,
😓These flu symptoms all weekend: https://t.co/dt6ZNsxu5f,FALSE,1,NA,3/4/19 3:24,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",hellonatstudio,0,FALSE,FALSE,NA,NA,,,
"@MichaelHirnPBP @jaysongeiser Sorry, the show goes on. You gotta keep grinding through sickness! I was diagnosed wi… https://t.co/ZjmK0Xlf44",FALSE,1,MichaelHirnPBP,3/4/19 3:22,TRUE,1.10241E+18,1.10241E+18,417936086,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",colinfosterbg,0,FALSE,FALSE,NA,NA,,,
"I napped most of today away and I’m still tired. I really don’t know if I’m still feeling the effects of the flu, or if it’s depression now.",FALSE,8,NA,3/4/19 3:22,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",gnarlynic17,0,FALSE,FALSE,NA,NA,,,
Remember the flu attacks your immune system when it's week... build it up daily 1000mg of vitamin c https://t.co/eK5AaAeQpL,FALSE,1,NA,3/4/19 3:22,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TomAnswers10,0,FALSE,FALSE,NA,NA,,,
"@josemulero5 @RandPaul @LizMair You can’t go forward based on “what if’s!”  Ie., Umm, Obama’s Emergency, “SWINE FLU… https://t.co/0CBwLA5BbI",FALSE,1,josemulero5,3/4/19 3:21,TRUE,1.1024E+18,1.10241E+18,7.28691E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MarianneEtring5,1,FALSE,FALSE,NA,NA,,,
@gIossfairys Remember rest and water are essential for passing the flu along with Advil,FALSE,0,gIossfairys,3/4/19 3:20,FALSE,1.1024E+18,1.10241E+18,3241191299,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TomAnswers10,0,FALSE,FALSE,NA,NA,,,
The flu is going around the new strain h3n2 https://t.co/gZSVDFxdfv,FALSE,1,NA,3/4/19 3:19,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TomAnswers10,0,FALSE,FALSE,NA,NA,,,
"A1) Month-end was uneventful, which is always good. Met all deadlines and have thus far survived a double hit of the flu.  #GoalChat",FALSE,1,NA,3/4/19 3:17,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",_TomGReid,0,FALSE,FALSE,NA,NA,,,
@supersteak @Torian_Girl @DrLindseyFitz @London_darkside I was looking in Ancestry and saw on the death certificate… https://t.co/u0i4xTzgsO,FALSE,2,supersteak,3/4/19 3:17,TRUE,1.10239E+18,1.10241E+18,48926143,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaArchibal12,1,FALSE,FALSE,NA,NA,,,
"Been sick with the Flu all day long, haven't felt like doing much at all. But I have knocked out 5 seasons of… https://t.co/GxuvShsuvI",FALSE,0,NA,3/4/19 3:16,TRUE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",hodge0054,0,FALSE,FALSE,NA,NA,,,
"Occasionally I'll have chills, and I slept for about five hours today. In the grand scheme of things, I am getting… https://t.co/7WQIklmUEM",FALSE,2,BKilby,3/4/19 3:16,TRUE,1.10241E+18,1.10241E+18,14650272,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BKilby,0,FALSE,FALSE,NA,NA,,,
"This is the weirdest bout of the flu ever. The seven year old will feel great, we assume that she's getting better,… https://t.co/OZrsmLCrKT",FALSE,2,NA,3/4/19 3:16,TRUE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BKilby,0,FALSE,FALSE,NA,NA,,,
@JackaLopez3 @FyodorGaribaldi @JerryDunleavy @RadioFreeTom I blocked him long ago. Much as I get flu shots to prevent exposure to viruses.,FALSE,2,JackaLopez3,3/4/19 3:16,FALSE,1.10239E+18,1.10241E+18,9.49477E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",thomasa56,0,FALSE,FALSE,NA,NA,,,
Elderberry Can Totally Eliminate The Flu Within 48 Hours According to a Study https://t.co/az5hieShmj,FALSE,1,NA,3/4/19 3:15,FALSE,NA,1.10241E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",WhyWeightLife,0,FALSE,FALSE,NA,NA,,,
I been treating negativity like it’s the flu if I feel like you got just a lil bit in you keep tf away from me,FALSE,3,NA,3/4/19 3:14,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AC_Reed4,2,FALSE,FALSE,NA,NA,,,
"Flu at Illinois middle school causes hundreds of students to call out sick
HeatMap Column 4&gt;… https://t.co/E1fPd9jkRj",FALSE,0,NA,3/4/19 3:14,TRUE,NA,1.10241E+18,NA,"<a href=\http://www.futuredanger.com/\"" rel=\""nofollow\"">Unveilings FutureDanger App</a>""",FD_Unveilings,0,FALSE,FALSE,NA,NA,,,
"@58isthenew40 Sorry. I've been sick since last Friday too. I hate flu, viruses, etc. We have to get some rest.",FALSE,1,58isthenew40,3/4/19 3:12,FALSE,1.10237E+18,1.10241E+18,793577262,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",atparkslope,0,FALSE,FALSE,NA,NA,,,
"FutureDanger Indicator: FLU DEATHS MENACINGLY MOUNT
HeatMap Column 4&gt; https://t.co/RdrgMFQLwS
 #FluDeaths… https://t.co/XTE0sZ1Gh9",FALSE,0,NA,3/4/19 3:12,TRUE,NA,1.10241E+18,NA,"<a href=\http://www.futuredanger.com/\"" rel=\""nofollow\"">Unveilings FutureDanger App</a>""",FD_Unveilings,0,FALSE,FALSE,NA,NA,,,
I start my new job tomorrow so my body thought it would be the perfect time to come down with the flu. 🤙🏼🤙🏼🤙🏼,FALSE,2,NA,3/4/19 3:11,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SarinaAlvarez1,0,FALSE,FALSE,NA,NA,,,
"Sick for almost 24 hours now...the amount of chicken soup, kombucha and of course red wine dropped off has been unr… https://t.co/I99YRXRkKd",FALSE,3,NA,3/4/19 3:11,TRUE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sarahuhran,0,FALSE,FALSE,NA,NA,,,
"....Work In The Antemeridian, Flu Music Coming Sooner....",FALSE,0,NA,3/4/19 3:10,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",TheFluminatti,0,FALSE,FALSE,NA,NA,,,
this flu has me excellent,FALSE,0,NA,3/4/19 3:10,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Samara_Sid,0,FALSE,FALSE,NA,NA,,,
"me, picking up a file folder at work: wow this is heavy why am i shaking
me later that same day at the dr: what do… https://t.co/UWTdW2nhvG",FALSE,0,NA,3/4/19 3:10,TRUE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",mcyelyah,0,FALSE,FALSE,NA,NA,,,
I would just like to thank Leland for being amazing and having a movie night with me till bedtime while I have the flu,FALSE,4,NA,3/4/19 3:09,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sheytanamarsden,0,FALSE,FALSE,NA,NA,,,
@SyracuseU Hi can we talk about this? As an out of state student I don’t have a physician I see while at school. So… https://t.co/f9TMYwClne,FALSE,7,SyracuseU,3/4/19 3:08,TRUE,NA,1.10241E+18,125688706,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CamReece__,1,FALSE,FALSE,NA,NA,,,
"Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government ha… https://t.co/fp0yKikPRD",FALSE,14,NA,3/4/19 3:08,TRUE,NA,1.10241E+18,NA,"<a href=\http://www.socialflow.com\"" rel=\""nofollow\"">SocialFlow</a>""",NYTScience,13,FALSE,FALSE,NA,NA,,,
"@NightSea_ageha Cuties!! What is Girl’s Day? My husband had the flu a few weeks ago, and I suspect the kids had a mild flu too!",FALSE,0,NightSea_ageha,3/4/19 3:08,FALSE,1.10241E+18,1.10241E+18,188610067,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JamieNgRose,0,FALSE,FALSE,NA,NA,,,
HAVING THE CHILLS AND A FEVER AND THE FLU SUCKSSSS,FALSE,1,NA,3/4/19 3:07,FALSE,NA,1.10241E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",laurentakacs,0,FALSE,FALSE,NA,NA,,,
"\The others have Spanish flu he's just drunk.\"" 😆 that part cracks me up #DowntonAbbey""",FALSE,0,NA,3/4/19 3:05,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",natalie_stice02,0,FALSE,FALSE,NA,NA,,,
New Flu Strains Are Out https://t.co/trJTpEtfUU,FALSE,1,NA,3/4/19 3:05,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TomAnswers10,0,FALSE,FALSE,NA,NA,,,
New flu Strain h3n2 going around take 1000 mg of vitamin c daily https://t.co/gbYbAi7WOk,FALSE,1,NA,3/4/19 3:02,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TomAnswers10,0,FALSE,FALSE,NA,NA,,,
"Have you had the flu yet this season?      

https://t.co/BXBz7QHp1F https://t.co/BXBz7QHp1F",FALSE,0,NA,3/4/19 3:02,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",LoveTheRebel,0,FALSE,FALSE,NA,NA,,,
"@MelindaJoe Respectfully -  Stomach flu not possible. Gastroenteritis common: 
https://t.co/EG1mgw5DHl    Best!!",FALSE,0,MelindaJoe,3/4/19 3:01,FALSE,1.10239E+18,1.1024E+18,40585709,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",QRPHB,0,FALSE,FALSE,NA,NA,,,
"Have you had the flu this season?     

https://t.co/zerpGoMiSD https://t.co/zerpGoMiSD",FALSE,0,NA,3/4/19 3:01,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",GuessFM,0,FALSE,FALSE,NA,NA,,,
"4,250% Increase in Fetal Deaths Reported to VAERS After Flu Shot Given to Pregnant Women https://t.co/6g37dD8m5a",FALSE,0,NA,3/4/19 3:00,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",majrscec,0,FALSE,FALSE,NA,NA,,,
How your flu medicine can affect your heart https://t.co/VW7omQluyM,FALSE,0,NA,3/4/19 2:59,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",BrowardMedRehab,0,FALSE,FALSE,NA,NA,,,
Elderberry Can Totally Eliminate The Flu Within 48 Hours According to a Study https://t.co/QA5PRPbDkS,FALSE,0,NA,3/4/19 2:58,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",kenvljr,0,FALSE,FALSE,NA,NA,,,
Missing the @BernieSanders rally in Chicago tonight due to the flu.  But I’m there in spirit and will forever be gr… https://t.co/gDz5zhCu6I,FALSE,0,NA,3/4/19 2:58,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Sarahhhh8409,0,FALSE,FALSE,NA,NA,,,
As I lay me down to sleep I pray the Lord.....take away this ridiculous cold/flu/sickness whatever it is trying to… https://t.co/smWlFbw1Oa,FALSE,27,NA,3/4/19 2:57,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",stephibneff,0,FALSE,FALSE,NA,NA,,,
"Sure, vaccines MIGHT prevent a flu or something, but what if the government is using vaccines to surpress our metag… https://t.co/nUDeLRKg0G",FALSE,2,NA,3/4/19 2:56,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",StormCrabs,0,FALSE,FALSE,NA,NA,,,
@EthanVanSciver did you do a video talking with Hibbs about comic shops? If so which video was it? Yes I'll eventua… https://t.co/RDeDXOHmBX,FALSE,0,EthanVanSciver,3/4/19 2:55,TRUE,NA,1.1024E+18,187059615,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",JAREDCHRISTOPHE,0,FALSE,FALSE,NA,NA,,,
"@RandPaul OBAMA used an emergency on SWINE FLU !

TRUMP IS TRYING TO PROTECT AMERICA !

BUILD OUR WALL",FALSE,0,RandPaul,3/4/19 2:54,FALSE,1.1024E+18,1.1024E+18,216881337,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Aaronam69,0,FALSE,FALSE,NA,NA,,,
"Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/cJ5tKjbUvd",FALSE,0,NA,3/4/19 2:54,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",Travelingsoul77,0,FALSE,FALSE,NA,NA,,,
"BBC News - Kinmel Park flu pandemic and riot death soldiers remembered https://t.co/Ey5lkXCQeQ

#Canada",FALSE,0,NA,3/4/19 2:53,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ColinfromGwent,0,FALSE,FALSE,NA,NA,,,
@Jessicasquared9 Flu is awful. Hope you feel better soon.,FALSE,1,Jessicasquared9,3/4/19 2:51,FALSE,1.10202E+18,1.1024E+18,8.27686E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",iluvtacos822,0,FALSE,FALSE,NA,NA,,,
"Flu killed and hospitalized more people in the United States last winter than any seasonal influenza in decades, ac… https://t.co/xKa39jy9P9",FALSE,0,NA,3/4/19 2:49,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",pbrowning02,0,FALSE,FALSE,NA,NA,,,
@politico Flu killed and hospitalized more people in the United States last winter  than any seasonal influenza in… https://t.co/BUj4kBhCMN,FALSE,0,politico,3/4/19 2:48,TRUE,1.10239E+18,1.1024E+18,9300262,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",pbrowning02,0,FALSE,FALSE,NA,NA,,,
Having the flu makes me appreciate hot showers even more,FALSE,1,NA,3/4/19 2:48,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_y_it_,0,FALSE,FALSE,NA,NA,,,
"Sorry guys I’ve been recovering from the flu, I’ll be posting more soon. https://t.co/95Gd3jAHqV",FALSE,1,NA,3/4/19 2:48,FALSE,NA,1.1024E+18,NA,"<a href=\https://onlyfans.com/\"" rel=\""nofollow\"">OnlyFans</a>""",GrabbaBeer,0,FALSE,FALSE,NA,NA,,,
My #T1D has the flu. First time since diagnosis. We are increasing her basal by 50% and trying to keep her fever do… https://t.co/usF16vVSjo,FALSE,13,NA,3/4/19 2:47,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",thethomps,2,FALSE,FALSE,NA,NA,,,
https://t.co/2TiqdkdgOM takes on the common flu,FALSE,1,NA,3/4/19 2:47,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BobJoswick,0,FALSE,FALSE,NA,NA,,,
"It hit me, horrible chest cold and flu like symptoms ugh",FALSE,0,NA,3/4/19 2:47,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",andreexo,0,FALSE,FALSE,NA,NA,,,
@mariabamfoo @DeAnne_Smith @HoodoHersi @comedybar Thank you for a fantastic show last night! The three of you were… https://t.co/9Rz1a3yuRt,FALSE,2,mariabamfoo,3/4/19 2:46,TRUE,1.10207E+18,1.1024E+18,201419073,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",sammy_gomorrah,0,FALSE,FALSE,NA,NA,,,
"@AJFitzwater Not at my kid's school. However, they have a full community clinic in part of the building and that's… https://t.co/hIP8GWmc4E",FALSE,1,AJFitzwater,3/4/19 2:46,TRUE,1.1024E+18,1.1024E+18,70513727,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",brigidkeely,0,FALSE,FALSE,NA,NA,,,
I’ve been sick all weekend! My body literally felt like I was hit by a car! I was burning up.. so I went to urgent… https://t.co/DjaHfWB8sS,FALSE,0,NA,3/4/19 2:46,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mekaxoxo_,0,FALSE,FALSE,NA,NA,,,
"Salt City Flu, no doubt. 😂 https://t.co/Lw3eyY2164",FALSE,1,NA,3/4/19 2:45,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",TheBDHill,0,FALSE,FALSE,NA,NA,,,
When you’re pregnant and your husband has the flu 😭 https://t.co/gWHBLvp6Xz,FALSE,3,NA,3/4/19 2:44,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mrs_corder,0,FALSE,FALSE,NA,NA,,,
"New rule: if you’ve got the flu, just go to the hospital or at least immediate care. It’s not worth dying over.",FALSE,2,NA,3/4/19 2:44,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",RyanCrowley,0,FALSE,FALSE,NA,NA,,,
Think I got the flu 🤒🤧😷,FALSE,0,NA,3/4/19 2:43,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_iM_CDP_HOE,0,FALSE,FALSE,NA,NA,,,
"Four hours of staring at the ceiling, feeling totally exhausted but coughing so much I can’t reach the sleep stage… https://t.co/vkFznfpa7c",FALSE,1,NA,3/4/19 2:43,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",me_not_animal,0,FALSE,FALSE,NA,NA,,,
Flu season is upon us in full force. Hand washing is a key way to prevent the spread of bacteria and viruses. What… https://t.co/DTK99AKKMD,FALSE,1,NA,3/4/19 2:43,TRUE,NA,1.1024E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",LUVLifeOutdoors,1,FALSE,FALSE,NA,NA,,,
@LucasLascivious I’m always one stomach flu away from my goal weight! #sickgoals 😂😂😂,FALSE,1,LucasLascivious,3/4/19 2:42,FALSE,1.10232E+18,1.1024E+18,17259094,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Pennyluvsu,0,FALSE,FALSE,NA,NA,,,
@ReBourneAgain The flu is horrible. Glad you're feeling better.,FALSE,0,ReBourneAgain,3/4/19 2:42,FALSE,1.1024E+18,1.1024E+18,45715796,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",foles_wentzgirl,0,FALSE,FALSE,NA,NA,,,
@nervoussinger Mama sounds sicky. Last year’s human had Flu and numonia. Ms C was worried about mama cause she was in the hostible.,FALSE,0,nervoussinger,3/4/19 2:42,FALSE,1.10236E+18,1.1024E+18,7.07987E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CoriSigma,0,FALSE,FALSE,NA,NA,,,
@IvyDoomkitty I keep missing your twitch streams 😭. Now I have the flu or some stomach bug and shooting videos is gonna have to wait. 😔,FALSE,0,IvyDoomkitty,3/4/19 2:41,FALSE,1.10239E+18,1.1024E+18,713803980,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",BhutlahBobby,0,FALSE,FALSE,NA,NA,,,
If anyone wants to tell me how I feel hot and cold at the same time plz feel free. I’m dying of the flu.,FALSE,9,NA,3/4/19 2:41,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CassMill_,0,FALSE,FALSE,NA,NA,,,
"David Geister gifts Kenneth Davis with a portrait of Dr. Anna Wessels Williams, who worked to fight against the Spa… https://t.co/uL6M1hM1th",FALSE,0,NA,3/4/19 2:40,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",HistoryEdMNHS,0,FALSE,FALSE,NA,NA,,,
"Guess who has the flu!

#itme #endmysuffering https://t.co/ArzuFOLH1j",FALSE,5,NA,3/4/19 2:39,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",melliferocity,0,FALSE,FALSE,NA,NA,,,
Please pray for me I don’t get the flu 😩😔😩😔😩,FALSE,0,NA,3/4/19 2:39,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",gaalalga,0,FALSE,FALSE,NA,NA,,,
5 weeks ago my son was asked by a wrestling coach if he wanted to wrestle. To my surprise he said YES and went to p… https://t.co/CnL1L6SOgJ,FALSE,23,NA,3/4/19 2:39,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",rmschulz,1,FALSE,FALSE,NA,NA,,,
INDIA - Swine Flu Kills At Least 40 In India Rajasthan State https://t.co/BZjRbLvZZ4,FALSE,0,NA,3/4/19 2:39,FALSE,NA,1.1024E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",danwolfe_me,0,FALSE,FALSE,NA,NA,,,
\My body is finely tuned like a microchip and the flu is like a grain of sand," it could literally shut down the ent… https://t.co/H5Zvd82GyH""",FALSE,1,NA,3/4/19 2:36,TRUE,NA,1.1024E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",daniwrites23,0,FALSE,FALSE,NA,NA,,
More Severe Strain of Flu Starting to Spread Widely: CDC - U.S. News &amp; World Report https://t.co/77Uh12nrbe https://t.co/M7PYRaAETp,FALSE,1,NA,3/4/19 2:36,FALSE,NA,1.1024E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",ACRCS_HomeCare,1,FALSE,FALSE,NA,NA,,,
"@kathilatte Upon brief research, some churches are replacing holy water fonts with single-use holy hand pumps a lá… https://t.co/JwCvlkXQYd",FALSE,5,kathilatte,3/4/19 2:34,TRUE,1.10239E+18,1.1024E+18,15983455,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mollyculetheory,0,FALSE,FALSE,NA,NA,,,
My baby has the flu. I feel so bad for her!! She will be staying home with momma tomorrow.,FALSE,3,NA,3/4/19 2:34,FALSE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Maggie_Hardy88,0,FALSE,FALSE,NA,NA,,,
Study: Elderberry Cuts Duration of Colds and Flu in Half https://t.co/aDoR5nPDew,FALSE,0,NA,3/4/19 2:34,FALSE,NA,1.1024E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",StacieMorrell,0,FALSE,FALSE,NA,NA,,,
"This better be effective! The most expensive flu 🦠 I’ve ever had 😷

P.S. price is after “coupon” covered $82 of $18… https://t.co/aUIwixBAVW",FALSE,3,NA,3/4/19 2:34,TRUE,NA,1.1024E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",rezopedia,0,FALSE,FALSE,NA,NA,,,
"@pixelpoe If you can't get to a doc it's probably better than nothing. XD Damn flu and this, that's awful. X_x",FALSE,1,pixelpoe,3/4/19 2:34,FALSE,1.1024E+18,1.1024E+18,17207346,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AmaiNeiko,0,FALSE,FALSE,NA,NA,,,
